N_unmapped	2623215	2623215	2623215
N_multimapping	6530828	6530828	6530828
N_noFeature	875032	877424	4350490
N_ambiguous	0	0	0
ENSCAFG00000020565	5633	5633	0
ENSCAFG00000020481	2827	2827	0
ENSCAFG00000026764	0	0	0
ENSCAFG00000025670	1437	1437	0
ENSCAFG00000020644	4	4	0
ENSCAFG00000025658	217	217	0
ENSCAFG00000025742	171	171	0
ENSCAFG00000043336	200	200	0
ENSCAFG00000025704	245	245	0
ENSCAFG00000044681	0	0	0
ENSCAFG00000025726	2348	2348	0
ENSCAFG00000020459	4879	4879	0
ENSCAFG00000038673	0	0	0
ENSCAFG00000048424	0	0	0
ENSCAFG00000027199	44	43	1
ENSCAFG00000025633	90	90	0
ENSCAFG00000043394	270	270	0
ENSCAFG00000022770	188	188	0
ENSCAFG00000025712	3288	3286	2
ENSCAFG00000022820	5	5	0
ENSCAFG00000025638	4257	4256	1
ENSCAFG00000048852	2	2	0
ENSCAFG00000022763	2	2	0
ENSCAFG00000020518	2178	2178	0
ENSCAFG00000026666	0	0	0
ENSCAFG00000042350	0	0	0
ENSCAFG00000025657	1237	1237	0
ENSCAFG00000022958	0	0	0
ENSCAFG00000044664	0	0	0
ENSCAFG00000020474	0	0	0
ENSCAFG00000044506	0	0	0
ENSCAFG00000027813	1	1	0
ENSCAFG00000022794	2289	2289	0
ENSCAFG00000025724	122	122	0
ENSCAFG00000025668	0	0	0
ENSCAFG00000025654	126	126	0
ENSCAFG00000022764	4	4	0
ENSCAFG00000025698	227	227	0
ENSCAFG00000027567	349	349	0
ENSCAFG00000020514	2	2	0
ENSCAFG00000022825	191	191	0
ENSCAFG00000022858	55	52	3
ENSCAFG00000025708	56	56	0
ENSCAFG00000022774	589	589	0
ENSCAFG00000022790	310	310	0
ENSCAFG00000049039	0	0	0
ENSCAFG00000044768	0	0	0
ENSCAFG00000049262	0	0	0
ENSCAFG00000050006	0	0	0
ENSCAFG00000048839	0	0	0
ENSCAFG00000043437	0	0	0
ENSCAFG00000042082	0	0	0
ENSCAFG00000046872	0	0	0
ENSCAFG00000043975	0	0	0
ENSCAFG00000047838	0	0	0
ENSCAFG00000047926	0	0	0
ENSCAFG00000049145	1	1	0
ENSCAFG00000028340	0	0	0
ENSCAFG00000041572	0	0	0
ENSCAFG00000041644	0	0	0
ENSCAFG00000043043	0	0	0
ENSCAFG00000025703	0	0	0
ENSCAFG00000027838	0	0	0
ENSCAFG00000020575	566	566	0
ENSCAFG00000022781	884	884	0
ENSCAFG00000020520	142	142	0
ENSCAFG00000025631	21	21	0
ENSCAFG00000020640	37	6	31
ENSCAFG00000046426	0	0	0
ENSCAFG00000044350	27	27	0
ENSCAFG00000020576	645	645	0
ENSCAFG00000020574	278337	278337	0
ENSCAFG00000020635	27768	27768	0
ENSCAFG00000020591	102	102	0
ENSCAFG00000020546	811	811	0
ENSCAFG00000020530	408	408	0
ENSCAFG00000020596	4064	4064	0
ENSCAFG00000020535	240	240	0
ENSCAFG00000020624	138	138	0
ENSCAFG00000049990	0	0	0
ENSCAFG00000031179	1	1	0
ENSCAFG00000031186	0	0	0
ENSCAFG00000029160	0	0	0
ENSCAFG00000044150	0	0	0
ENSCAFG00000025699	33065	33065	0
ENSCAFG00000020445	6707	6707	0
ENSCAFG00000025727	11933	11933	0
ENSCAFG00000026730	175	175	0
ENSCAFG00000046623	0	0	0
ENSCAFG00000032159	315	315	0
ENSCAFG00000025625	215	215	0
ENSCAFG00000049366	0	0	0
ENSCAFG00000027652	0	0	0
ENSCAFG00000020622	0	0	0
ENSCAFG00000046717	0	0	0
ENSCAFG00000044106	0	0	0
ENSCAFG00000048242	0	0	0
ENSCAFG00000020506	1	1	0
ENSCAFG00000041275	4	4	0
ENSCAFG00000020511	1	1	0
ENSCAFG00000043449	308	308	0
ENSCAFG00000046125	0	0	0
ENSCAFG00000020522	556	556	0
ENSCAFG00000048425	0	0	0
ENSCAFG00000025677	1424	1424	0
ENSCAFG00000020473	31	31	0
ENSCAFG00000041648	0	0	0
ENSCAFG00000049618	0	0	0
ENSCAFG00000020479	42	42	0
ENSCAFG00000020448	131	131	0
ENSCAFG00000020503	3307	3307	0
ENSCAFG00000041656	0	0	0
ENSCAFG00000020636	0	0	0
ENSCAFG00000025661	0	0	0
ENSCAFG00000042172	0	0	0
ENSCAFG00000020556	2451	2451	0
ENSCAFG00000022775	974	974	0
ENSCAFG00000020627	41	41	0
ENSCAFG00000046189	0	0	0
ENSCAFG00000048990	0	0	0
ENSCAFG00000025628	6	6	0
ENSCAFG00000048507	0	0	0
ENSCAFG00000020598	34	34	0
ENSCAFG00000022951	450	450	0
ENSCAFG00000020643	240	0	240
ENSCAFG00000020597	22	22	0
ENSCAFG00000048686	0	0	0
ENSCAFG00000022827	4	4	0
ENSCAFG00000020569	297	297	0
ENSCAFG00000020455	10154	10153	1
ENSCAFG00000022815	462	462	0
ENSCAFG00000026846	15	15	0
ENSCAFG00000026634	73	73	0
ENSCAFG00000025741	0	0	0
ENSCAFG00000026768	9	9	0
ENSCAFG00000020469	5	4	1
ENSCAFG00000042161	14	14	0
ENSCAFG00000025665	9345	9345	0
ENSCAFG00000045681	0	0	0
ENSCAFG00000020519	147202	147202	0
ENSCAFG00000025649	30976	30976	0
ENSCAFG00000020443	542791	542791	0
ENSCAFG00000044661	7	7	0
ENSCAFG00000030650	12	12	0
ENSCAFG00000043073	0	0	0
ENSCAFG00000042321	0	0	0
ENSCAFG00000043760	0	0	0
ENSCAFG00000027122	0	0	0
ENSCAFG00000049057	0	0	0
ENSCAFG00000020610	1	1	0
ENSCAFG00000022832	1	1	0
ENSCAFG00000025709	44	44	0
ENSCAFG00000043963	0	0	0
ENSCAFG00000020539	2	2	0
ENSCAFG00000044954	0	0	0
ENSCAFG00000041908	0	0	0
ENSCAFG00000049287	0	0	0
ENSCAFG00000025645	80	80	0
ENSCAFG00000020498	14	14	0
ENSCAFG00000030248	0	0	0
ENSCAFG00000032539	0	0	0
ENSCAFG00000020630	332	332	0
ENSCAFG00000020572	0	0	0
ENSCAFG00000048163	0	0	0
ENSCAFG00000022783	2	2	0
ENSCAFG00000049324	28	28	0
ENSCAFG00000020595	33	32	1
ENSCAFG00000020536	1132	1128	4
ENSCAFG00000046537	205	205	0
ENSCAFG00000044245	268	268	0
ENSCAFG00000049374	2	2	0
ENSCAFG00000020549	0	0	0
ENSCAFG00000026507	148	148	0
ENSCAFG00000020621	3	3	0
ENSCAFG00000020524	7915	7915	0
ENSCAFG00000020633	69	69	0
ENSCAFG00000028108	512	512	0
ENSCAFG00000042120	824	824	0
ENSCAFG00000025719	1292	1292	0
ENSCAFG00000025680	2246	2246	0
ENSCAFG00000020648	4432	4432	0
ENSCAFG00000027636	0	0	0
ENSCAFG00000047085	0	0	0
ENSCAFG00000045414	3	3	0
ENSCAFG00000049121	1	0	1
ENSCAFG00000025662	1641	1641	0
ENSCAFG00000042080	0	0	0
ENSCAFG00000041616	0	0	0
ENSCAFG00000020593	92	92	0
ENSCAFG00000025734	657	657	0
ENSCAFG00000047649	0	0	0
ENSCAFG00000026614	79	79	0
ENSCAFG00000048389	0	0	0
ENSCAFG00000043228	0	0	0
ENSCAFG00000049771	0	0	0
ENSCAFG00000041108	0	0	0
ENSCAFG00000020492	857	857	0
ENSCAFG00000042688	0	0	0
ENSCAFG00000020516	1	1	0
ENSCAFG00000020484	15905	15905	0
ENSCAFG00000020464	7760	7760	0
ENSCAFG00000048691	0	0	0
ENSCAFG00000042029	0	0	0
ENSCAFG00000043352	0	0	0
ENSCAFG00000030722	0	0	0
ENSCAFG00000026592	1099	1099	0
ENSCAFG00000022791	16	16	0
ENSCAFG00000025718	48	48	0
ENSCAFG00000046610	0	0	0
ENSCAFG00000027554	0	0	0
ENSCAFG00000026594	0	0	0
ENSCAFG00000026571	0	0	0
ENSCAFG00000020512	187	187	0
ENSCAFG00000025644	884	884	0
ENSCAFG00000020615	3351	3351	0
ENSCAFG00000026477	277	277	0
ENSCAFG00000042200	0	0	0
ENSCAFG00000042492	129	129	0
ENSCAFG00000022765	341	341	0
ENSCAFG00000022762	9	9	0
ENSCAFG00000022840	52	52	0
ENSCAFG00000020618	3992	3992	0
ENSCAFG00000025720	67	67	0
ENSCAFG00000020517	197	197	0
ENSCAFG00000020614	301	301	0
ENSCAFG00000025655	1399	1399	0
ENSCAFG00000020573	1614	1614	0
ENSCAFG00000026742	2	2	0
ENSCAFG00000020533	69	69	0
ENSCAFG00000025656	23	23	0
ENSCAFG00000025684	25	25	0
ENSCAFG00000022766	528	528	0
ENSCAFG00000025738	161	161	0
ENSCAFG00000029193	96	96	0
ENSCAFG00000027782	24	24	0
ENSCAFG00000026808	0	0	0
ENSCAFG00000026682	31	31	0
ENSCAFG00000022830	69	69	0
ENSCAFG00000026524	331	331	0
ENSCAFG00000022838	0	0	0
ENSCAFG00000022796	7	7	0
ENSCAFG00000020486	194	194	0
ENSCAFG00000025637	40	40	0
ENSCAFG00000025674	0	0	0
ENSCAFG00000020483	3	3	0
ENSCAFG00000049813	0	0	0
ENSCAFG00000020625	79	79	0
ENSCAFG00000025737	14	14	0
ENSCAFG00000045843	0	0	0
ENSCAFG00000025700	0	0	0
ENSCAFG00000020557	1976	1976	0
ENSCAFG00000020585	183186	183186	0
ENSCAFG00000045215	0	0	0
ENSCAFG00000046565	0	0	0
ENSCAFG00000048842	0	0	0
ENSCAFG00000028270	0	0	0
ENSCAFG00000020631	590	590	0
ENSCAFG00000044658	26042	26041	1
ENSCAFG00000022942	104	104	0
ENSCAFG00000026767	470	470	0
ENSCAFG00000046297	0	0	0
ENSCAFG00000020552	12	12	0
ENSCAFG00000049204	0	0	0
ENSCAFG00000026795	7	7	0
ENSCAFG00000049090	0	0	0
ENSCAFG00000048969	0	0	0
ENSCAFG00000048652	1	1	0
ENSCAFG00000025696	0	0	0
ENSCAFG00000020619	0	0	0
ENSCAFG00000042382	0	0	0
ENSCAFG00000048248	0	0	0
ENSCAFG00000045852	0	0	0
ENSCAFG00000026752	121	121	0
ENSCAFG00000040972	0	0	0
ENSCAFG00000044629	0	0	0
ENSCAFG00000047160	0	0	0
ENSCAFG00000045055	0	0	0
ENSCAFG00000045256	0	0	0
ENSCAFG00000047586	0	0	0
ENSCAFG00000025650	223	223	0
ENSCAFG00000020447	48597	48592	5
ENSCAFG00000025735	0	0	0
ENSCAFG00000027864	0	0	0
ENSCAFG00000043040	0	0	0
ENSCAFG00000031591	0	0	0
ENSCAFG00000047537	0	0	0
ENSCAFG00000020632	1107	1107	0
ENSCAFG00000026763	0	0	0
ENSCAFG00000020605	1	1	0
ENSCAFG00000046924	0	0	0
ENSCAFG00000022821	0	0	0
ENSCAFG00000026488	0	0	0
ENSCAFG00000044039	0	0	0
ENSCAFG00000025717	25304	25304	0
ENSCAFG00000020612	340494	340494	0
ENSCAFG00000022759	10054	10054	0
ENSCAFG00000048175	0	0	0
ENSCAFG00000044899	0	0	0
ENSCAFG00000020487	171	171	0
ENSCAFG00000025739	72	72	0
ENSCAFG00000047158	0	0	0
ENSCAFG00000022936	0	0	0
ENSCAFG00000020467	1936	1936	0
ENSCAFG00000020639	27	27	0
ENSCAFG00000020582	240	240	0
ENSCAFG00000025729	5749	5749	0
ENSCAFG00000020638	5	5	0
ENSCAFG00000020505	1510	1510	0
ENSCAFG00000020460	355	349	6
ENSCAFG00000043254	45	45	0
ENSCAFG00000048199	0	0	0
ENSCAFG00000047706	0	0	0
ENSCAFG00000049728	0	0	0
ENSCAFG00000032629	10	10	0
ENSCAFG00000047161	0	0	0
ENSCAFG00000025663	9237	9237	0
ENSCAFG00000020642	47539	47539	0
ENSCAFG00000025692	0	0	0
ENSCAFG00000046153	0	0	0
ENSCAFG00000026690	10	9	1
ENSCAFG00000020626	1228	1228	0
ENSCAFG00000022883	240	240	0
ENSCAFG00000020478	220	220	0
ENSCAFG00000020471	171514	171514	0
ENSCAFG00000022873	1	1	0
ENSCAFG00000020646	14	14	0
ENSCAFG00000025693	571	570	1
ENSCAFG00000025711	3115	3115	0
ENSCAFG00000020577	96	96	0
ENSCAFG00000020534	17863	17863	0
ENSCAFG00000020526	17106	17106	0
ENSCAFG00000020482	213	213	0
ENSCAFG00000025736	35	35	0
ENSCAFG00000044888	0	0	0
ENSCAFG00000020620	415129	415129	0
ENSCAFG00000045762	1	1	0
ENSCAFG00000020521	0	0	0
ENSCAFG00000020613	10384	10384	0
ENSCAFG00000020470	205	205	0
ENSCAFG00000025713	601	601	0
ENSCAFG00000020463	21	21	0
ENSCAFG00000020452	22573	22573	0
ENSCAFG00000020510	285	285	0
ENSCAFG00000020442	22	22	0
ENSCAFG00000020617	7	7	0
ENSCAFG00000020489	44	44	0
ENSCAFG00000020499	0	0	0
ENSCAFG00000022835	2	2	0
ENSCAFG00000022806	0	0	0
ENSCAFG00000025715	0	0	0
ENSCAFG00000041468	0	0	0
ENSCAFG00000020547	161881	161881	0
ENSCAFG00000020607	4	4	0
ENSCAFG00000049329	0	0	0
ENSCAFG00000040970	0	0	0
ENSCAFG00000042307	0	0	0
ENSCAFG00000045023	0	0	0
ENSCAFG00000044422	0	0	0
ENSCAFG00000047587	0	0	0
ENSCAFG00000042772	0	0	0
ENSCAFG00000044054	0	0	0
ENSCAFG00000046791	0	0	0
ENSCAFG00000022792	901	901	0
ENSCAFG00000046766	0	0	0
ENSCAFG00000048645	0	0	0
ENSCAFG00000046994	0	0	0
ENSCAFG00000045645	0	0	0
ENSCAFG00000041727	0	0	0
ENSCAFG00000047632	0	0	0
ENSCAFG00000025710	77	77	0
ENSCAFG00000043260	0	0	0
ENSCAFG00000047874	0	0	0
ENSCAFG00000042937	0	0	0
ENSCAFG00000020515	4	4	0
ENSCAFG00000026572	4370	2285	2085
ENSCAFG00000047906	0	0	0
ENSCAFG00000045083	0	0	0
ENSCAFG00000048975	0	0	0
ENSCAFG00000046627	0	0	0
ENSCAFG00000020590	0	0	0
ENSCAFG00000026575	102	102	0
ENSCAFG00000044563	0	0	0
ENSCAFG00000020561	0	0	0
ENSCAFG00000020609	283528	283528	0
ENSCAFG00000047150	0	0	0
ENSCAFG00000043124	0	0	0
ENSCAFG00000020586	21317	21317	0
ENSCAFG00000020497	304	304	0
ENSCAFG00000045976	0	0	0
ENSCAFG00000047954	4	4	0
ENSCAFG00000032074	0	0	0
ENSCAFG00000022793	1675	1675	0
ENSCAFG00000020580	385	385	0
ENSCAFG00000020495	20002	20002	0
ENSCAFG00000020606	46383	46383	0
ENSCAFG00000022889	2182	2182	0
ENSCAFG00000020457	0	0	0
ENSCAFG00000020558	2	2	0
ENSCAFG00000044505	0	0	0
ENSCAFG00000045180	0	0	0
ENSCAFG00000041351	0	0	0
ENSCAFG00000022785	671	671	0
ENSCAFG00000020540	5	5	0
ENSCAFG00000027795	377	377	0
ENSCAFG00000020465	665	665	0
ENSCAFG00000049877	0	0	0
ENSCAFG00000026590	4	4	0
ENSCAFG00000047009	2431	2431	0
ENSCAFG00000043279	4101	4101	0
ENSCAFG00000045700	0	0	0
ENSCAFG00000048401	2	2	0
ENSCAFG00000020600	51	51	0
ENSCAFG00000020541	1264	1264	0
ENSCAFG00000044913	0	0	0
ENSCAFG00000020532	4169	4169	0
ENSCAFG00000041679	0	0	0
ENSCAFG00000025666	10	10	0
ENSCAFG00000020567	355	355	0
ENSCAFG00000020538	15	15	0
ENSCAFG00000049303	0	0	0
ENSCAFG00000043428	0	0	0
ENSCAFG00000047746	0	0	0
ENSCAFG00000041497	0	0	0
ENSCAFG00000043700	0	0	0
ENSCAFG00000046660	0	0	0
ENSCAFG00000020462	0	0	0
ENSCAFG00000042654	0	0	0
ENSCAFG00000020440	4586	4586	0
ENSCAFG00000046730	0	0	0
ENSCAFG00000041155	0	0	0
ENSCAFG00000020581	392	392	0
ENSCAFG00000041206	0	0	0
ENSCAFG00000025643	500	500	0
ENSCAFG00000026798	213	213	0
ENSCAFG00000047721	0	0	0
ENSCAFG00000020551	25	25	0
ENSCAFG00000020604	2483	2483	0
ENSCAFG00000044542	0	0	0
ENSCAFG00000047988	0	0	0
ENSCAFG00000048238	0	0	0
ENSCAFG00000020490	91	91	0
ENSCAFG00000022789	167273	167273	0
ENSCAFG00000025701	1334	1334	0
ENSCAFG00000020444	43	43	0
ENSCAFG00000025714	0	0	0
ENSCAFG00000048530	0	0	0
ENSCAFG00000020584	11080	11080	0
ENSCAFG00000028294	0	0	0
ENSCAFG00000020562	0	0	0
ENSCAFG00000025702	2	2	0
ENSCAFG00000020588	37	37	0
ENSCAFG00000037005	0	0	0
ENSCAFG00000022772	5520	5520	0
ENSCAFG00000020641	562	562	0
ENSCAFG00000025632	29	29	0
ENSCAFG00000022834	0	0	0
ENSCAFG00000025651	0	0	0
ENSCAFG00000041660	0	0	0
ENSCAFG00000045592	0	0	0
ENSCAFG00000020466	1848	1848	0
ENSCAFG00000044242	0	0	0
ENSCAFG00000049952	0	0	0
ENSCAFG00000022817	2064	2064	0
ENSCAFG00000026621	2660	2660	0
ENSCAFG00000042963	0	0	0
ENSCAFG00000048328	0	0	0
ENSCAFG00000025673	3	3	0
ENSCAFG00000041738	0	0	0
ENSCAFG00000037741	0	0	0
ENSCAFG00000026726	0	0	0
ENSCAFG00000022866	0	0	0
ENSCAFG00000046340	0	0	0
ENSCAFG00000025624	753	753	0
ENSCAFG00000020589	124	124	0
ENSCAFG00000027668	0	0	0
ENSCAFG00000020548	402	402	0
ENSCAFG00000020496	18464	18464	0
ENSCAFG00000020578	1806	1806	0
ENSCAFG00000020623	769	769	0
ENSCAFG00000025722	0	0	0
ENSCAFG00000045234	1	1	0
ENSCAFG00000043510	0	0	0
ENSCAFG00000026826	177	177	0
ENSCAFG00000030092	1	1	0
ENSCAFG00000020451	3451	3451	0
ENSCAFG00000025669	5	5	0
ENSCAFG00000022893	155	155	0
ENSCAFG00000047004	0	0	0
ENSCAFG00000020629	0	0	0
ENSCAFG00000025681	1	1	0
ENSCAFG00000025664	0	0	0
ENSCAFG00000025671	0	0	0
ENSCAFG00000022976	0	0	0
ENSCAFG00000041776	929	929	0
ENSCAFG00000049066	0	0	0
ENSCAFG00000028380	29	29	0
ENSCAFG00000020583	54644	54644	0
ENSCAFG00000020446	7	7	0
ENSCAFG00000026759	37	37	0
ENSCAFG00000043470	0	0	0
ENSCAFG00000048040	0	0	0
ENSCAFG00000020468	55335	55335	0
ENSCAFG00000047624	0	0	0
ENSCAFG00000028084	34	34	0
ENSCAFG00000020616	6	6	0
ENSCAFG00000025630	14	13	1
ENSCAFG00000020571	10	4	6
ENSCAFG00000046102	1	1	0
ENSCAFG00000048051	0	0	0
ENSCAFG00000047357	0	0	0
ENSCAFG00000046697	0	0	0
ENSCAFG00000046275	0	0	0
ENSCAFG00000042762	0	0	0
ENSCAFG00000047266	0	0	0
ENSCAFG00000046616	0	0	0
ENSCAFG00000045173	0	0	0
ENSCAFG00000042758	0	0	0
ENSCAFG00000047067	0	0	0
ENSCAFG00000045846	0	0	0
ENSCAFG00000045255	0	0	0
ENSCAFG00000046038	0	0	0
ENSCAFG00000048013	0	0	0
ENSCAFG00000047855	0	0	0
ENSCAFG00000020542	1950	1950	0
ENSCAFG00000042796	0	0	0
ENSCAFG00000047860	0	0	0
ENSCAFG00000049931	0	0	0
ENSCAFG00000045541	0	0	0
